HITId,WorkerId,WorkTimeInSeconds,key,english,hindi,rating
3TRB893CTON0OT6USJTGO0NBBCHG7B,AF2GUPXX9MYSS,412,m20,four black-haired girls in shorts are walking.,चार लडकियाँ चलती हुई।,3
3TRB893CTON0OT6USJTGO0NBBCHG7B,AF2GUPXX9MYSS,412,gif,a woman is swinging on a rope in the desert.,पहाड़ियों के बीच एक लड़की झूले पर झूल रही है |,2
3TRB893CTON0OT6USJTGO0NBBCHG7B,AF2GUPXX9MYSS,412,m20,two people are planting small bushes near a grassy area.,किसान खेत मै फसल लगा रहे है।,1
3TRB893CTON0OT6USJTGO0NBBCHG7B,AF2GUPXX9MYSS,412,m20,a black dog jumping in water in the woods.,एक काला कुत्ता पानी से बाहर कूद रहा है।,2
306W7JMRZ3B8XQ32M2T81PS96JVB8C,A2AJIKFMHK85XN,94,gif,a man is sitting in a chair going through papers.,एक आदमी पेपर देखा रहा है,3
306W7JMRZ3B8XQ32M2T81PS96JVB8C,A2AJIKFMHK85XN,94,image,A woman in a black leather jacking is smiling.,मुस्कुराती हुई लड़की ने काली जैकेट पहनी हुई है।,4
306W7JMRZ3B8XQ32M2T81PS96JVB8C,A2AJIKFMHK85XN,94,m20,dog swims in the water.,एक कुत्ता पानी में सो रहा है।,2
306W7JMRZ3B8XQ32M2T81PS96JVB8C,A2AJIKFMHK85XN,94,image,A woman makes a gesture in front of a group of other women.,यह महिला हंस रही है I,1
306W7JMRZ3B8XQ32M2T81PS96JVB8C,A2AJIKFMHK85XN,94,image,An older woman with bright lip stick lights a cigarette in her mouth.,यह महिला सिगरेट जला रही है I,3
306W7JMRZ3B8XQ32M2T81PS96JVB8C,A2AJIKFMHK85XN,94,image,One cat is hiding under a chair while under cat is stuck in a bag.,बिल्ली खेल रही है।,2
306W7JMRZ3B8XQ32M2T81PS96JVB8C,A2AJIKFMHK85XN,94,image,A race car is driving on a racetrack.,एक हरे और काले रंग की गाडी दौड़ के मैदान पर दौड़ रही है,2
306W7JMRZ3B8XQ32M2T81PS96JVB8C,A2AJIKFMHK85XN,94,gif,a dog is fighting with a raccoon in a toilet,दो कुत्ते एक साथ मस्ती में झगड़ रहे है |,4
306W7JMRZ3B8XQ32M2T81PS96JVB8C,A2AJIKFMHK85XN,94,image,Two women sticking out their tongues.,दो औरत जीभ निकाल रही है।,4
306W7JMRZ3B8XQ32M2T81PS96JVB8C,A2AJIKFMHK85XN,94,image,A woman dressed in a revealing black dress exits a black car while a photographer takes her picture.,काळा कपड़े में औरत कैमरा को पॉश दे रही हैं,3
306W7JMRZ3B8XQ32M2T81PS96JVB8C,AF2GUPXX9MYSS,386,gif,a man is sitting in a chair going through papers.,एक आदमी पेपर देखा रहा है,4
306W7JMRZ3B8XQ32M2T81PS96JVB8C,AF2GUPXX9MYSS,386,image,A woman in a black leather jacking is smiling.,मुस्कुराती हुई लड़की ने काली जैकेट पहनी हुई है।,4
306W7JMRZ3B8XQ32M2T81PS96JVB8C,AF2GUPXX9MYSS,386,m20,dog swims in the water.,एक कुत्ता पानी में सो रहा है।,2
306W7JMRZ3B8XQ32M2T81PS96JVB8C,AF2GUPXX9MYSS,386,image,A woman makes a gesture in front of a group of other women.,यह महिला हंस रही है I,1
306W7JMRZ3B8XQ32M2T81PS96JVB8C,AF2GUPXX9MYSS,386,image,An older woman with bright lip stick lights a cigarette in her mouth.,यह महिला सिगरेट जला रही है I,3
306W7JMRZ3B8XQ32M2T81PS96JVB8C,AF2GUPXX9MYSS,386,image,One cat is hiding under a chair while under cat is stuck in a bag.,बिल्ली खेल रही है।,3
306W7JMRZ3B8XQ32M2T81PS96JVB8C,AF2GUPXX9MYSS,386,image,A race car is driving on a racetrack.,एक हरे और काले रंग की गाडी दौड़ के मैदान पर दौड़ रही है,3
306W7JMRZ3B8XQ32M2T81PS96JVB8C,AF2GUPXX9MYSS,386,gif,a dog is fighting with a raccoon in a toilet,दो कुत्ते एक साथ मस्ती में झगड़ रहे है |,1
306W7JMRZ3B8XQ32M2T81PS96JVB8C,AF2GUPXX9MYSS,386,image,Two women sticking out their tongues.,दो औरत जीभ निकाल रही है।,3
306W7JMRZ3B8XQ32M2T81PS96JVB8C,AF2GUPXX9MYSS,386,image,A woman dressed in a revealing black dress exits a black car while a photographer takes her picture.,काळा कपड़े में औरत कैमरा को पॉश दे रही हैं,2
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,A3TKUXUTDX6FBF,328,image,A young man is singing into a microhpone.,यह व्यक्ति गाना गा रहा है I,4
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,A3TKUXUTDX6FBF,328,image,A young woman gestures with one hand as she speaks to someone off camera.,काळा बाल वाली औरत बात कर रही है।,3
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,A3TKUXUTDX6FBF,328,m20,two dogs bare their teeth and bark.,दो कुत्ते खेल रहे हैं।,2
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,A3TKUXUTDX6FBF,328,m20,two elderly women sitting on a white bench.,वृद्ध लोग युगल आराम कर रहे हैं।,2
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,A3TKUXUTDX6FBF,328,gif,a man riding a motorcycle stares at the sky and a face goes by in the sky.,एक आदमी मोटर बाइक पर सवार है और उसकी दाईं ओर देख रहा है,3
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,A3TKUXUTDX6FBF,328,gif,a man is taking off his shirt and throwing it down,आदमी अपनी टी शर्ट उतार रहा है,4
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,A3TKUXUTDX6FBF,328,image,A person in black clothing is putting something into the trunk of a gray car.,काळा कपड़े में औरत कार सुधार रही है,2
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,A3TKUXUTDX6FBF,328,image,A woman in a white dress plays a violin in a grassy field.,सफ़ेद ड्रेस पहने एक युवती वायलिन बजा रही है।,5
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,A3TKUXUTDX6FBF,328,m20,the man is opening a box.,एक बॉक्स खोलने वाला आदमी।,5
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,A3TKUXUTDX6FBF,328,m20,a sport utility vehicle is driving through deep and muddy water.,कीचड में कार।,3
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,AGPGH9GLV1UAW,437,image,A young man is singing into a microhpone.,यह व्यक्ति गाना गा रहा है I,3
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,AGPGH9GLV1UAW,437,image,A young woman gestures with one hand as she speaks to someone off camera.,काळा बाल वाली औरत बात कर रही है।,1
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,AGPGH9GLV1UAW,437,m20,two dogs bare their teeth and bark.,दो कुत्ते खेल रहे हैं।,1
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,AGPGH9GLV1UAW,437,m20,two elderly women sitting on a white bench.,वृद्ध लोग युगल आराम कर रहे हैं।,1
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,AGPGH9GLV1UAW,437,gif,a man riding a motorcycle stares at the sky and a face goes by in the sky.,एक आदमी मोटर बाइक पर सवार है और उसकी दाईं ओर देख रहा है,1
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,AGPGH9GLV1UAW,437,gif,a man is taking off his shirt and throwing it down,आदमी अपनी टी शर्ट उतार रहा है,4
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,AGPGH9GLV1UAW,437,image,A person in black clothing is putting something into the trunk of a gray car.,काळा कपड़े में औरत कार सुधार रही है,1
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,AGPGH9GLV1UAW,437,image,A woman in a white dress plays a violin in a grassy field.,सफ़ेद ड्रेस पहने एक युवती वायलिन बजा रही है।,3
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,AGPGH9GLV1UAW,437,m20,the man is opening a box.,एक बॉक्स खोलने वाला आदमी।,3
3LOJFQ4BP2SL7O3N9NHHMKP0441DK4,AGPGH9GLV1UAW,437,m20,a sport utility vehicle is driving through deep and muddy water.,कीचड में कार।,1
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,AGPGH9GLV1UAW,209,gif,"a man us riding in a car, and he had a bandage on his head.",एक घायल आदमी कार से जा रहा है,1
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,AGPGH9GLV1UAW,209,m20,a man in yellow ski jumping over a barrel.,एक व्यक्ति बर्फ पर स्केटिंग कर रहा है।,2
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,AGPGH9GLV1UAW,209,image,A man sitting at a table is taking a drink from a wine glass.,यह व्यक्ति वाइन पी रहा है I,1
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,AGPGH9GLV1UAW,209,gif,a man has a baby under his jacket.,आदमी की जैकेट के अंदर छोटा बेबी है,5
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,AGPGH9GLV1UAW,209,image,A person's hand is holding a scooper and putting ice cream into a glass of root beer.,कॉफी में क्रीम डाली जा रही है I,1
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,AGPGH9GLV1UAW,209,gif,a woman is holding her chin in her hand and smiling.,एक लड़की मुस्कुराती हुई बात कर रही है और उसके सामने एक द्रववाला गिलास है |,1
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,AGPGH9GLV1UAW,209,image,A man is laying back on a pillow and lighting a cigarette with a match.,एक व्यक्ति सिगरेट जला रहा है।,1
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,AGPGH9GLV1UAW,209,image,A female with long hair has a hand over her lips,लड़की फ्लाइंग किश दे रही है।,3
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,AGPGH9GLV1UAW,209,image,A man with dark hair and a mustache has a worried look on his face.,मुछ वाला आदमी देखा रहा है।,1
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,AGPGH9GLV1UAW,209,m20,greyhounds take a corner at a race.,कुत्ते भाग रहे हैं।,1
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,A29MM3QH9J9AI5,221,gif,"a man us riding in a car, and he had a bandage on his head.",एक घायल आदमी कार से जा रहा है,3
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,A29MM3QH9J9AI5,221,m20,a man in yellow ski jumping over a barrel.,एक व्यक्ति बर्फ पर स्केटिंग कर रहा है।,2
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,A29MM3QH9J9AI5,221,image,A man sitting at a table is taking a drink from a wine glass.,यह व्यक्ति वाइन पी रहा है I,3
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,A29MM3QH9J9AI5,221,gif,a man has a baby under his jacket.,आदमी की जैकेट के अंदर छोटा बेबी है,4
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,A29MM3QH9J9AI5,221,image,A person's hand is holding a scooper and putting ice cream into a glass of root beer.,कॉफी में क्रीम डाली जा रही है I,2
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,A29MM3QH9J9AI5,221,gif,a woman is holding her chin in her hand and smiling.,एक लड़की मुस्कुराती हुई बात कर रही है और उसके सामने एक द्रववाला गिलास है |,2
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,A29MM3QH9J9AI5,221,image,A man is laying back on a pillow and lighting a cigarette with a match.,एक व्यक्ति सिगरेट जला रहा है।,4
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,A29MM3QH9J9AI5,221,image,A female with long hair has a hand over her lips,लड़की फ्लाइंग किश दे रही है।,3
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,A29MM3QH9J9AI5,221,image,A man with dark hair and a mustache has a worried look on his face.,मुछ वाला आदमी देखा रहा है।,2
3IJ95K7NE2PPREYH8QA5KX91BRMNGT,A29MM3QH9J9AI5,221,m20,greyhounds take a corner at a race.,कुत्ते भाग रहे हैं।,2
34D9ZRXCZW7LX0DJUMZHN5840VHSAY,A3TKUXUTDX6FBF,115,gif,a girl wearing a leather jacket is dancing behind a man.,खुशी में नृत्य करती एक लड़की,4
34D9ZRXCZW7LX0DJUMZHN5840VHSAY,A3TKUXUTDX6FBF,115,m20,a little girl twirls around in a flowery dress.,फ्रॉक के साथ सुंदर लडकी।,2
34D9ZRXCZW7LX0DJUMZHN5840VHSAY,A3TKUXUTDX6FBF,115,image,A man is on his knees with his arms up at the bottom of a staircase.,आदमी सीढ़ी से गिर गया,2
34D9ZRXCZW7LX0DJUMZHN5840VHSAY,A3TKUXUTDX6FBF,115,image,A person on a black motorcycle jumps over a car and truck filled with wooden crates.,आदमी बाइक से स्टंट कर रहा है,1
34D9ZRXCZW7LX0DJUMZHN5840VHSAY,A3TKUXUTDX6FBF,115,m20,man in red shirt climbing rock cliff.,एक पर्वत रोही पहाड पर चढने का प्रयास कर रहा है।,3
34D9ZRXCZW7LX0DJUMZHN5840VHSAY,A3TKUXUTDX6FBF,115,m20,the man is pitching a baseball on a dirt mound.,खिलाडी बेसबॉल का खेल खेलते हुए।,3
34D9ZRXCZW7LX0DJUMZHN5840VHSAY,A3TKUXUTDX6FBF,115,gif,a man is laughing while holding a gun,हाथ में पिस्तौल रखकर एक आदमी हंस रहा है |,5
34D9ZRXCZW7LX0DJUMZHN5840VHSAY,A3TKUXUTDX6FBF,115,image,Two men are singing into microphones.,दो लड़के ध्वनि-विस्तारक के सामने गा रहे हैं जिनमें एक लड़के ने काला चश्मा और टोपी पहनी है,3
34D9ZRXCZW7LX0DJUMZHN5840VHSAY,A3TKUXUTDX6FBF,115,m20,a black dog running through water.,पानी के अंदर चलते हुए एक काला कुत्ता।,5
